DHID,FROM,TO,X,Y,Z,RASH,RFSI,ASEAM
R484,60.5,66.3,129.26,2802.29,2126.53,20,4.5,9L
R484,66.3,141.9,111.46,2818.51,2093.73,,,
R484,141.9,149.3,94.3,2833.86,2059.21,24.7,3,10B
R484,149.3,160.8,90.6,2837.13,2051.16,,,
R484,160.8,162.4,88.13,2839.44,2045.54,29.5,4,10R
R484,162.4,169,86.66,2840.88,2042,,,
R485,0,1.5,120.07,2808.4,2175.22,,,
R485,1.5,3,119.21,2808.79,2174.05,,,9L
R485,3,7.6,117.47,2809.58,2171.68,,,9L
R485,7.6,8.7,115.84,2810.32,2169.46,,,9L
R485,8.7,75.9,96.84,2819.22,2142.52,,,
R485,75.9,87.5,76.48,2829.53,2110.41,14.7,5,10B
R485,87.5,109,68.32,2833.6,2096.6,,,
R485,109,111.5,62.64,2836.43,2086.41,18.9,6,10R
R485,111.5,115,61.23,2837.14,2083.86,,,
R486,0,12,130.22,2798.08,2171.24,,,
R486,12,16.3,126.05,2801.59,2165.18,18,3,9L
R486,16.3,17,124.77,2802.66,2163.33,,,
R487,0,8.7,216.89,2210.13,2174.18,,,
R487,8.7,10,213.67,2210.04,2170.36,12.9,0.5,7R
R487,10,17.8,210.74,2209.94,2166.87,12.9,0.5,7R
R487,17.8,25.8,205.67,2209.77,2160.82,,,7L
R487,25.8,57.2,193.05,2209.32,2145.7,,,
R487,57.2,59.7,182.63,2208.86,2132.34,26.2,0.5,8M
R487,59.7,97.7,170.17,2208.32,2116.38,,,
R487,97.7,122.8,150.77,2207.47,2091.52,17.6,1.5,8R
R487,122.8,131.9,140.25,2207.01,2078.05,,,
R487,131.9,133.3,137.02,2206.87,2073.91,,,CO
R487,133.3,136.7,135.54,2206.81,2072.02,,,
R487,136.7,138,134.1,2206.74,2070.17,,,CO
R487,138,162.5,126.16,2206.4,2060,,,
R487,162.5,164.5,118.01,2206.04,2049.56,16.7,1,9L
R487,164.5,181.5,112.17,2205.79,2042.08,,,
R487,181.5,182.8,106.54,2205.54,2034.86,,,CO
R487,182.8,191.3,103.53,2205.41,2031,,,
R487,191.3,197,99.16,2205.22,2025.41,20.4,2.5,10B
R487,197,210.9,93.13,2204.96,2017.69,,,
R487,210.9,211.7,88.61,2204.76,2011.89,,,10A
R487,211.7,215,87.35,2204.7,2010.28,,,
R488,0,17.8,240,2288.4,2175.1,,,
R488,17.8,23,240,2288.4,2163.6,12.5,6,7R
R488,23,24.8,240,2288.4,2160.1,,,7R
R488,24.8,34.2,240,2288.4,2154.5,13.4,5,7R
R488,34.2,36.8,240,2288.4,2148.5,,,
R488,36.8,39.4,240,2288.4,2145.9,15.3,3,7L
R488,39.4,48,240,2288.4,2140.3,,,
R489,0,12.7,221.3,2209.6,2170.65,,,
R489,12.7,23.9,221.3,2209.6,2158.7,17.1,3.5,7R
R489,23.9,31.8,221.3,2209.6,2149.15,,,
R489,31.8,33.2,221.3,2209.6,2144.5,,,7L
R489,33.2,36,221.3,2209.6,2142.4,,,
R489,36,37.1,221.3,2209.6,2140.45,,,CO
R489,37.1,48,221.3,2209.6,2134.45,,,
R490,0,23.4,271.18,2222.07,2160.64,,,
R490,23.4,24.6,263.28,2221.93,2151.21,,,6L
R490,24.6,39.6,258.07,2221.84,2145.01,,,
R490,39.6,41,252.8,2221.75,2138.73,,,7R
R490,41,64.8,244.7,2221.61,2129.08,,,7R
R490,64.8,73.4,234.29,2221.42,2116.67,14.1,6,7R
R490,73.4,103,222.01,2221.21,2102.03,,,
R491,0,6.1,265.74,2291.1,2175.26,,,
R491,6.1,7.9,263.2,2291.1,2172.24,,,6L
R491,7.9,31.3,255.1,2291.1,2162.59,,,
R491,31.3,38.7,245.2,2291.1,2150.79,15,5.5,7R
R491,38.7,40.9,242.12,2291.1,2147.11,,,7R
R491,40.9,42.9,240.77,2291.1,2145.5,15.3,4.5,7R
R491,42.9,73.2,230.39,2291.1,2133.13,,,7R
R491,73.2,80.9,218.17,2291.1,2118.58,13.1,5.5,7R
R491,80.9,87.1,213.71,2291.1,2113.25,38.7,2,7L
R491,87.1,92,210.14,2291.1,2109,,,
R492,0,14,205.5,2480.8,2204.8,,,
R492,14,34,205.5,2480.8,2187.8,14.7,0.5,7R
R492,34,42,205.5,2480.8,2173.8,,,
R493,0,23.2,236.2,2403.2,2196.3,,,
R493,23.2,33.8,236.2,2403.2,2179.4,17.5,0.1,7R
R493,33.8,44,236.2,2403.2,2169,,,
R495,0,14.6,510.2,2361.9,2103.7,,,
R495,14.6,25.2,510.2,2361.9,2091.1,9.5,0.1,4U
R495,25.2,26.1,510.2,2361.9,2085.35,,,
R495,26.1,36.6,510.2,2361.9,2079.65,7.6,0.1,4R
R495,36.6,48,510.2,2361.9,2068.7,,,
R496,0,40.4,497.3,2539.6,2082.8,,,
R496,40.4,46,497.3,2539.6,2059.8,10.6,0.1,4JG
R496,46,54,497.3,2539.6,2053,,,
R499,0,2.1,592.7,2154.2,2052.45,,,
R499,2.1,11,592.7,2154.2,2046.95,9.2,0.1,3L1
R499,11,30,592.7,2154.2,2033,,,
R500,0,0.1,557.5,2521.4,2053.65,,,
R500,0.1,12.5,557.5,2521.4,2047.4,15.3,0.1,3L1
R500,12.5,13,557.5,2521.4,2040.95,,,
R501,0,8.6,566.7,2521.7,2052.4,,,
R501,8.6,14,566.7,2521.7,2045.4,34.9,0.1,3L2
R501,14,17.9,566.7,2521.7,2040.75,16.1,0.1,3L1
R501,17.9,19.9,566.7,2521.7,2037.8,,,3L1
R501,19.9,23.8,566.7,2521.7,2034.85,16.1,0.1,3L1
R501,23.8,28.8,566.7,2521.7,2030.4,,,
R501,28.8,29.5,566.7,2521.7,2027.55,,,3LA
R501,29.5,31.9,566.7,2521.7,2026,,,
R502,0,18.3,576.5,2521.4,2046.95,,,
R502,18.3,22.8,576.5,2521.4,2035.55,36.7,0.1,3L2
R502,22.8,28.4,576.5,2521.4,2030.5,13.5,1,3L1
R502,28.4,34.2,576.5,2521.4,2024.8,,,
R502,34.2,35.2,576.5,2521.4,2021.4,,,3LA
R502,35.2,36,576.5,2521.4,2020.5,,,
R503,0,29.4,490.2,2540,2088.7,11.9,0.1,4JG
R503,29.4,33,490.2,2540,2072.2,,,
R505,0,28.5,171.95,2511.73,2208.61,,,
R505,28.5,40,158.32,2512.32,2193.98,9.2,0.1,8R
R505,40,44.2,153,2512.57,2188.22,9.2,0.1,8R
R505,44.2,82.6,138.77,2513.32,2172.39,,,
R505,82.6,86.1,124.96,2514.04,2156.65,14.7,4.5,9L
R505,86.1,90,122.53,2514.17,2153.86,,,
R506,0,54.2,172.04,2512.37,2193.2,,,
R506,54.2,90,158.17,2513.46,2150.4,9.4,3.5,8R
R506,90,97,151.67,2513.92,2130.02,9.4,3.5,8R
R506,97,103,149.82,2513.95,2123.79,,,
R507,0,22.2,234.14,2470.24,2199.82,,,
R507,22.2,23.5,228.63,2470.43,2189.45,,,7R
R507,23.5,31.5,226.45,2470.51,2185.34,,,7R
R507,31.5,33.5,224.1,2470.59,2180.93,,,7R
R507,33.5,69.3,215.24,2470.9,2164.24,,,7R
R507,69.3,82.6,203.72,2471.3,2142.56,17,6.4,7R
R507,82.6,86.4,199.71,2471.44,2135.02,,,
R507,86.4,90,197.97,2471.51,2131.75,26.8,6,7L
R507,90,93.7,196.32,2471.55,2128.5,26.8,6,7L
R507,93.7,101.9,193.71,2471.59,2123.15,,,
R507,101.9,104.4,191.36,2471.64,2118.34,14.1,6,8M
R507,104.4,111.5,189.26,2471.67,2114.03,,,8M
R507,111.5,113.8,187.2,2471.71,2109.8,13.4,5,8M
R507,113.8,149,178.98,2471.85,2092.95,,,
R507,149,175.2,166.05,2471.92,2065.11,11.4,3,8R
R507,175.2,182,159.2,2471.92,2050.1,,,
R508,0,31.6,238.58,2469.89,2193.86,,,
R508,31.6,33,237.2,2469.88,2177.41,,,7R
R508,33,38.4,236.91,2469.87,2174.03,,,7R
R508,38.4,39.2,236.65,2469.87,2170.94,,,7R
R508,39.2,60,235.75,2469.86,2160.17,,,
R509,0,1,199.49,2459,2205.71,,,
R509,1,9,196.65,2459,2202.21,12.9,0.1,7R
R509,9,19.5,190.83,2459,2195.03,,,
R509,19.5,22,186.74,2459,2189.97,23.8,0.1,7L
R509,22,24,185.33,2459,2188.23,,,
R509,24,26.5,183.91,2459,2186.48,18.2,0.1,8M
R509,26.5,63.5,171.48,2459,2171.13,,,
R509,63.5,84,153.39,2459,2148.79,11.8,3,8R
R509,84,128.5,132.93,2459,2123.53,,,
R509,128.5,137.5,116.1,2459,2102.74,19.8,4,9L
R509,137.5,143,111.54,2459,2097.11,,,
R510,0,14.6,198.97,2459.02,2199.22,12.6,0.1,7R
R510,14.6,20,196.04,2459.04,2189.66,,,
R510,20,28,194.08,2459.06,2183.25,30.3,0.1,7L
R510,28,32.6,192.24,2459.08,2177.22,,,
R510,32.6,35,191.22,2459.09,2173.88,24.8,0.1,8M
R510,35,48,188.97,2459.11,2166.51,,,
R511,0,3.4,231.31,2405.61,2204.38,,,
R511,3.4,10,227.82,2405.64,2200.8,10.5,0.1,7R
R511,10,11,225.17,2405.66,2198.08,10.5,0.1,7R
R511,11,32.5,217.35,2405.73,2189.99,,,7R
R511,32.5,33.7,209.47,2405.8,2181.83,11.3,0.1,7R
R511,33.7,44.7,205.23,2405.84,2177.44,,,7R
R511,44.7,51.5,199.05,2405.89,2171.04,13.3,5,7R
R511,51.5,61.5,193.22,2405.94,2164.99,31,4,7L
R511,61.5,75,185.05,2406.01,2156.54,,,
R511,75,77.4,179.75,2406.06,2150.62,19.2,1,8M
R511,77.4,126.4,163.16,2406.21,2130.99,,,
R511,126.4,130,146.5,2406.44,2110.65,18,2,8R
R511,130,131.2,145.05,2406.49,2108.74,18,2,8R
R511,131.2,186.4,128.51,2407.65,2085.93,,,
R511,186.4,187.4,112.59,2408.49,2062.79,31.8,1,9L
R511,187.4,190,111.58,2408.55,2061.3,,,9L
R511,190,193.6,109.82,2408.64,2058.75,19.6,4,9L
R511,193.6,200,107,2408.79,2054.63,,,
R512,0,5.3,232.49,2405.75,2203.29,,,
R512,5.3,10,230.39,2405.84,2198.76,12.5,0.1,7R
R512,10,16.2,228.1,2405.88,2193.81,12.5,0.1,7R
R512,16.2,57.4,218.08,2405.88,2172.33,,,7R
R512,57.4,70,206.71,2405.88,2147.95,12.1,7,7R
R512,70,72.4,203.56,2405.88,2141.15,12.1,7,7R
R512,72.4,77.7,202,2405.88,2137.63,,,
R512,77.7,82.5,199.94,2405.88,2133.02,16.8,4,7L
R512,82.5,106.1,194.17,2405.88,2120.04,,,
R512,106.1,108.2,188.94,2405.88,2108.31,,,8M
R512,108.2,115,187.13,2405.88,2104.24,,,
R513,0,10,159.73,2563.45,2207.6,11.3,0.1,8R
R513,10,14.2,154.83,2563.68,2202.47,11.3,0.1,8R
R513,14.2,55.7,139.27,2564.49,2185.76,,,
R513,55.7,59.2,124.17,2565.28,2169.1,15.1,4,9L
R513,59.2,66,120.73,2565.47,2165.27,,,
R514,0,28.2,188.61,2227.78,2167.12,,,
R514,28.2,30.8,179.18,2228.77,2154.98,18.3,0.1,8M
R514,30.8,64.6,168.04,2229.94,2140.64,,,
R514,64.6,78.3,153.8,2231.32,2121.69,13.7,3.5,8R
R514,78.3,122.5,136.85,2232.8,2098.26,,,
R514,122.5,130.3,122.1,2233.96,2076.89,22.3,2.5,9L
R514,130.3,131,119.71,2234.15,2073.38,,,
R515,0,3.2,160.07,2440.89,2190.11,,,
R515,3.2,10,157.8,2443.37,2186.41,12.1,0.5,8R
R515,10,26,152.71,2448.99,2177.9,12.1,0.5,8R
R515,26,59.6,141.72,2461.2,2159.33,,,
R515,59.6,64.8,133.12,2470.76,2144.8,15.9,4,9L
R515,64.8,79,128.82,2475.53,2137.53,,,9L
R515,79,80,125.45,2479.28,2131.84,29.7,1,9L
R515,80,80.7,125.07,2479.69,2131.2,29.7,1,9L
R515,80.7,138.2,112.69,2493.27,2108.64,,,
R515,138.2,140,100.48,2506.84,2085.28,19,3,10B
R515,140,146.9,98.73,2508.81,2081.81,19,3,10B
R515,146.9,179.4,90.93,2517.53,2065.96,,,
R515,179.4,184,83.65,2525.37,2050.82,19.8,6.5,10R
R515,184,187,82.17,2526.98,2047.7,,,
R516,0,22,95.41,2524.13,2176.76,,,
R516,22,40,93.46,2526.91,2157.05,12.1,5,10B
R516,40,96,90.26,2531.88,2120.53,12.1,5,10B
R516,96,97,87.9,2535.66,2092.38,,,
R517,0,8.2,94.85,2525.05,2184.04,,,
R517,8.2,15.2,92.17,2528.49,2177.82,16.2,2,10B
R517,15.2,33,87.79,2534.09,2167.66,,,
R517,33,36,84.12,2538.79,2159.14,19.8,6.5,10R
R517,36,139,65.4,2562.75,2115.72,,,
R518,0,25,78.52,2674.98,2196.47,,,
R518,25,28.5,83.11,2675.18,2182.98,10,8.5,10R
R518,28.5,51.6,87.39,2675.36,2170.39,,,
R518,51.6,60,92.47,2675.58,2155.48,17.4,5.5,10B
R518,60,68,95.11,2675.7,2147.71,,,
R519,0,10.7,77.84,2674.83,2204.12,,,
R519,10.7,12,81.58,2674.86,2199.43,16.9,0.5,10R
R519,12,24,85.68,2674.9,2194.19,,,
R519,24,30.2,91.28,2674.95,2187.02,16.3,5,10B
R519,30.2,64,103.49,2675.09,2171.19,,,
R519,64,65.2,114.02,2675.27,2157.21,,,CO
R519,65.2,75,117.33,2675.33,2152.82,,,
R519,75,78.2,121.24,2675.4,2147.63,19.4,5,9L
R519,78.2,84,123.95,2675.45,2144.03,,,
R520,0,9.6,257.09,2191.62,2167.54,,,
R520,9.6,10,255,2191.75,2163,8.8,0.1,7R
R520,10,14.4,254.02,2191.79,2160.81,8.8,0.1,7R
R520,14.4,44.8,246.95,2192.03,2144.92,,,7R
R520,44.8,54.7,238.76,2192.32,2126.51,18.8,4.5,7R
R520,54.7,111.5,225.15,2192.7,2096.06,,,
R520,111.5,113.2,212.8,2192.27,2069.55,22.8,3,8M
R520,113.2,137.5,207.31,2192.08,2057.77,,,
R520,137.5,150,199.53,2191.81,2041.1,17.3,1.7,8R
R520,150,152.2,196.41,2191.69,2034.44,17.3,1.7,8R
R520,152.2,156.7,194.95,2191.6,2031.43,,,8R
R520,156.7,159.6,193.33,2191.5,2028.11,17.3,1.7,8R
R520,159.6,165,191.51,2191.39,2024.38,,,
R521,0,3.2,233.51,2298.91,2183.73,,,
R521,3.2,10,230.1,2298.94,2180.07,17.1,0.5,7R
R521,10,10.4,227.64,2298.96,2177.44,17.1,0.5,7R
R521,10.4,12.6,226.76,2299,2176.49,,,7R
R521,12.6,15.2,225.12,2299.05,2174.73,20.4,2,7R
R521,15.2,17.3,223.52,2299.11,2173.02,,,7R
R521,17.3,23.4,220.73,2299.21,2170.02,12.8,5,7R
R521,23.4,39,213.33,2299.46,2162.08,,,7R
R521,39,46.4,205.49,2299.74,2153.67,12.2,7.5,7R
R521,46.4,54,200.38,2299.92,2148.19,,,
R521,54,55.5,197.28,2300.02,2144.86,21,2,7L
R521,55.5,83.4,187.26,2300.37,2134.11,,,
R521,83.4,85.5,177.28,2300.73,2122.92,21.8,4,8M
R521,85.5,108.6,169.02,2300.87,2113.41,,,
R521,108.6,110,160.98,2301.01,2104.16,15.1,3,8R
R521,110,135.3,152.4,2301.31,2093.94,15.1,3,8R
R521,135.3,145,141.15,2301.7,2080.54,,,
R522,0,9.5,94.39,2901.5,2130.49,,,
R522,9.5,14.5,90.7,2903.34,2124.52,15.7,4.5,10B
R522,14.5,24.6,86.87,2905.25,2118.31,,,
R522,24.6,26.2,83.89,2906.74,2113.49,21.8,6.5,10R
R522,26.2,45,78.71,2909.32,2105.1,,,
R522,45,50.5,72.53,2912.4,2095.1,16.4,3,10A
R522,50.5,54,70.25,2913.54,2091.39,,,
R523,0,25.5,264.4,2777.6,2128.45,,,
R523,25.5,35.4,264.4,2777.6,2110.75,15.7,5.5,7R
R523,35.4,56,264.4,2777.6,2095.5,,,7R
R523,56,69.8,264.4,2777.6,2078.3,15.5,7,7R
R523,69.8,72.8,264.4,2777.6,2069.9,,,
R523,72.8,80.6,264.4,2777.6,2064.5,15.7,5.5,7L
R523,80.6,82.2,264.4,2777.6,2059.8,,,
R523,82.2,84.6,264.4,2777.6,2057.8,19.1,5,8M
R523,84.6,126.4,264.4,2777.6,2035.7,,,
R523,126.4,146.8,264.4,2777.6,2004.6,11.7,3.5,8R
R523,146.8,152,264.4,2777.6,1991.8,,,
R524,0,12.4,260.06,2776.96,2136.12,,,
R524,12.4,20.6,254.18,2776.43,2127.68,14.3,4,7R
R524,20.6,22.8,251.21,2776.17,2123.42,,,7R
R524,22.8,25.2,249.89,2776.05,2121.54,18.9,4,7R
R524,25.2,29.6,247.95,2775.88,2118.76,,,7R
R524,29.6,38.6,244.12,2775.55,2113.27,14.1,7,7R
R524,38.6,40.8,240.92,2775.27,2108.68,,,
R524,40.8,46.4,238.69,2775.07,2105.48,19.3,6.5,7L
R524,46.4,48.6,236.46,2774.88,2102.29,,,
R524,48.6,50.5,235.29,2774.77,2100.61,23.6,5,8M
R524,50.5,74.2,228.05,2774.14,2090.08,,,
R524,74.2,99,214.89,2772.99,2069.74,11.7,3.5,8R
R524,99,102,207.35,2772.33,2058.08,,,
R524,102,103,206.26,2772.23,2056.41,,,CO
R524,103,106,205.18,2772.14,2054.73,,,
R525,0,10,201.04,2581.6,2184.46,13.8,0.1,7R
R525,10,31.2,197.22,2581.97,2169.34,13.8,0.1,7R
R525,31.2,35.2,194.19,2582.29,2157.12,,,
R525,35.2,44.2,192.62,2582.45,2150.81,29.8,4.5,7L
R525,44.2,52.5,190.54,2582.67,2142.42,,,
R525,52.5,60,188.64,2582.87,2134.75,14.1,6,8M
R525,60,78.5,185.67,2583.18,2122.1,14.1,6,8M
R525,78.5,134,177.39,2584.05,2086.05,,,
R525,134,160,168.73,2584.96,2046.24,17.1,2,8R
R525,160,163.4,165.74,2585.28,2031.85,17.1,2,8R
R525,163.4,170,164.82,2585.38,2026.94,,,
R526,0,11,197.2,2581.63,2185.33,11.6,0.1,7R
R526,11,14.8,192.09,2581.95,2179.99,,,
R526,14.8,20.6,188.77,2582.15,2176.52,26.5,0.1,7L
R526,20.6,22.6,186.08,2582.31,2173.71,,,
R526,22.6,23.8,184.97,2582.38,2172.56,,,8M
R526,23.8,48.8,176.07,2583.04,2162.97,,,
R526,48.8,50,167.34,2583.8,2153.23,11.9,3,8R
R526,50,70,160.54,2584.39,2145.12,11.9,3,8R
R526,70,85,149.33,2585.37,2131.72,,,
R527,0,10,168.59,2720.25,2165.97,9.2,3.8,8R
R527,10,50,164.7,2720.94,2141.28,9.2,3.8,8R
R527,50,97,158.36,2721.77,2098.26,9.2,3.8,8R
R527,97,140,152.12,2722.32,2053.7,,,
R528,0,2,186.3,2659.25,2165.68,,,
R528,2,3.4,185.28,2659.86,2164.47,31.5,0.1,7L
R528,3.4,13.6,181.78,2661.91,2160.32,,,
R528,13.6,15.4,178.2,2664.05,2156.01,,,8M
R528,15.4,32.2,172.67,2667.38,2149.32,,,
R528,32.2,40,165.34,2671.78,2140.47,10.1,3,8R
R528,40,50,160.18,2675.06,2134.01,10.1,3,8R
R528,50,52.2,156.7,2677.33,2129.53,10.1,3,8R
R528,52.2,105.3,141.12,2687.12,2108.9,,,
R528,105.3,106.3,126.16,2695.98,2088.21,40.3,1,9L
R528,106.3,121,121.78,2698.02,2082.02,,,
R529,0,8.2,186.13,2659.51,2162.42,16.5,0.1,7R
R529,8.2,10,185.2,2660.25,2157.56,27.3,1,7L
R529,10,15,184.58,2660.72,2154.25,27.3,1,7L
R529,15,97.6,176.72,2666.65,2111.58,,,
R529,97.6,110,168.18,2673.08,2065.29,20.4,2,8R
R529,110,134,164.73,2675.27,2047.56,20.4,2,8R
R529,134,146,161.22,2677.3,2030.02,,,
R530,0,5.4,201.39,2782.92,2152.94,,,7R
R530,5.4,8.6,199.14,2783.58,2149.33,,,7R
R530,8.6,10,197.94,2783.94,2147.4,,,7R
R530,10,21.6,194.54,2784.92,2141.95,,,7R
R530,21.6,25.3,190.54,2786.07,2135.53,,,
R530,25.3,30,188.34,2786.7,2132.01,,,7L
R530,30,30.5,186.98,2787.09,2129.83,,,7L
R530,30.5,68.4,177.2,2789.89,2113.55,,,
R530,68.4,70,167.14,2792.78,2096.8,12.5,3.5,8R
R530,70,80,164.3,2793.75,2091.84,12.5,3.5,8R
R530,80,89,159.72,2795.42,2083.68,12.5,3.5,8R
R530,89,123.5,149.45,2798.82,2064.81,,,
R530,123.5,124.9,141.09,2801.21,2049.11,,,9L
R530,124.9,126.1,140.48,2801.39,2047.98,,,9L
R530,126.1,127.5,139.88,2801.56,2046.84,,,9L
R530,127.5,139.5,136.75,2802.46,2040.98,,,
R531,0,35.5,225.32,2651.03,2133.81,,,
R531,35.5,49.2,217.93,2658.05,2111.43,14.8,5.5,7R
R531,49.2,58.6,214.44,2661.2,2100.88,,,7R
R531,58.6,68,211.6,2663.75,2092.29,16.2,6,7R
R531,68,72.3,209.53,2665.62,2086.03,,,
R531,72.3,74.9,208.48,2666.56,2082.88,17.2,8,7L
R531,74.9,79.2,207.44,2667.5,2079.73,,,7L
R531,79.2,84.4,206,2668.79,2075.39,14.7,6.5,7L
R531,84.4,95,203.62,2670.94,2068.17,,,
R531,95,97.6,201.75,2672.71,2062.09,13.1,6,8M
R531,97.6,116.2,198.87,2675.57,2052.3,,,
R531,116.2,120,195.9,2678.51,2041.91,14.1,3,8R
R531,120,127.9,194.35,2680,2036.47,14.1,3,8R
R531,127.9,140,191.71,2682.43,2027.14,,,
R532,0,17.4,238.12,2724.69,2135.52,,,
R532,17.4,24,236.65,2723.82,2123.64,12.1,2,7R
R532,24,25.2,236.18,2723.55,2119.78,,,
R532,25.2,27.2,235.99,2723.44,2118.19,,,CO
R532,27.2,29.6,235.72,2723.28,2116.02,,,
R532,29.6,35.5,235.22,2723,2111.91,12.7,7,7R
R532,35.5,40,234.6,2722.63,2106.76,,,
R532,40,48,233.89,2722.26,2100.56,17.2,4.5,7L
R532,48,51,233.29,2721.95,2095.1,,,
R532,51,53.1,233.02,2721.81,2092.57,,,CO
R532,53.1,55.5,232.77,2721.69,2090.34,,,
R532,55.5,57.8,232.52,2721.56,2088,17.7,0.1,8M
R532,57.8,88.4,230.73,2720.65,2071.68,,,
R532,88.4,90,228.98,2719.76,2055.7,12.8,3.5,8R
R532,90,111.3,227.86,2719.29,2044.31,12.8,3.5,8R
R532,111.3,122,226.31,2718.67,2028.4,,,
R533,0,9.4,97.09,2836.29,2172.3,,,
R533,9.4,10.4,94.86,2838.16,2167.99,,,CO
R533,10.4,11.8,94.35,2838.59,2167,,,
R533,11.8,17.2,92.89,2839.81,2164.18,10.1,6.5,10B
R533,17.2,29.5,89.1,2842.99,2156.84,,,
R533,29.5,31.5,86.03,2845.56,2150.91,8.4,7,10R
R533,31.5,54,80.79,2849.97,2140.76,,,
R533,54,62,74.25,2855.45,2128.12,15.9,4.5,10A
R533,62,69,71.04,2858.14,2121.9,,,
R534,0,8.8,96.08,2624.6,2204.5,,,
R534,8.8,12.8,92.41,2624.6,2199.25,13.7,1.5,10B
R534,12.8,22.7,88.42,2624.6,2193.56,,,
R534,22.7,24,85.21,2624.6,2188.97,20.6,6,10R
R534,24,40.8,80.02,2624.6,2181.56,,,
R534,40.8,45.4,73.88,2624.6,2172.79,11.9,1,10A
R534,45.4,55,69.81,2624.6,2166.98,,,
R535,0,20,115.83,2375.6,2138.88,,,
R535,20,25.4,123.95,2373.11,2129.44,24.8,4,9L
R535,25.4,55.6,135.34,2369.63,2116.21,,,
R535,55.6,70,149.61,2365.27,2099.64,12.2,3,8R
R535,70,80,157.38,2362.92,2090.53,12.2,3,8R
R535,80,90,163.72,2361.22,2082.99,12.2,3,8R
R535,90,102.4,170.75,2359.43,2074.46,12.2,3,8R
R535,102.4,115,178.51,2357.35,2064.88,,,
R536,0,54.2,269.83,2218.91,2143.2,,,
R536,54.2,56.6,269.34,2218.93,2114.91,14,8.5,R6L
R536,56.6,99.8,268.34,2218.97,2092.13,,,
R536,99.8,103.6,266.7,2219.06,2068.69,16,4.5,7R
R536,103.6,105.1,266.52,2219.07,2066.05,,,
R536,105.1,113.6,266.17,2219.09,2061.06,15.4,7,7L
R536,113.6,115.4,265.81,2219.1,2055.92,,,
R536,115.4,119.4,265.61,2219.12,2053.03,,,CO
R536,119.4,127,265.2,2219.14,2047.24,,,
R537,0,44.6,267.93,2290.06,2155.31,,,
R537,44.6,47.4,267.03,2289.54,2131.63,7.7,0.5,6U
R537,47.4,60.4,266.62,2289.33,2123.75,,,
R537,60.4,63.3,266.08,2289.07,2115.82,13.6,7,R6L
R537,63.3,119.5,263.85,2288.36,2086.36,,,
R537,119.5,123.7,261.87,2287.64,2056.24,11.7,6,7R
R537,123.7,124.8,261.69,2287.57,2053.59,,,
R537,124.8,131.9,261.42,2287.48,2049.5,14.5,3.5,7L
R537,131.9,146,260.73,2287.22,2038.93,,,
R540,0,106.2,272.35,2451.32,2148.07,,,
R540,106.2,108.8,248.54,2452.57,2099.18,19.4,5.5,R6L
R540,108.8,142.5,240.59,2452.98,2082.87,,,
R540,142.5,153.2,230.88,2453.49,2062.91,17.6,6,7R
R540,153.2,156,227.92,2453.65,2056.85,,,
R540,156,160.1,226.41,2453.73,2053.75,20.4,5.5,7L
R540,160.1,173.3,222.62,2453.92,2045.97,,,
R540,173.3,176.7,218.99,2454.11,2038.51,24,4,8M
R540,176.7,212,210.52,2454.56,2021.12,,,
R540,212,227.2,199.47,2455.14,1998.42,11.4,4,8R
R540,227.2,234,194.65,2455.39,1988.54,,,
R542,0,40.3,101.15,2320.03,2127.13,,,
R542,40.3,42.2,90.36,2320.02,2109,9.4,5,CO
R542,42.2,43.3,89.61,2320.02,2107.7,,,
R542,43.3,50,87.66,2320,2104.32,18.8,5,10B
R542,50,54.7,84.82,2319.98,2099.38,18.8,5,10B
R542,54.7,115,68.76,2319.88,2071.13,,,
R543,0,10,150.79,2405.04,2167.87,8.5,2.5,8R
R543,10,12.5,146.78,2405.22,2163.08,8.5,2.5,8R
R543,12.5,45.2,135.48,2405.81,2149.6,,,
R543,45.2,48.9,123.89,2406.79,2135.6,23.7,3,9L
R543,48.9,124,99.36,2409.48,2104.89,,,
R543,124,130,75.08,2411.71,2072.49,17.2,5.5,10B
R543,130,140,70.47,2412.21,2065.97,17.2,5.5,10B
R543,140,150,64.84,2412.8,2057.73,17.2,5.5,10B
R543,150,160,59.36,2413.33,2049.38,17.2,5.5,10B
R543,160,161.7,56.21,2413.63,2044.46,17.2,5.5,10B
R543,161.7,169.8,53.57,2413.88,2040.34,,,
R543,169.8,170,51.33,2414.1,2036.86,12.3,8.5,10R
R543,170,170.8,51.05,2414.13,2036.44,12.3,8.5,10R
R543,170.8,182.3,47.63,2414.46,2031.34,,,
R543,182.3,186.3,43.32,2414.87,2024.92,10.7,6.5,10A
R543,186.3,193,40.34,2415.16,2020.48,,,
R544,0,21.6,98.97,2457.5,2174.93,,,
R544,21.6,25.7,90.84,2457.5,2164.98,8,0.1,10B
R544,25.7,35,86.59,2457.5,2159.8,,,
R544,35,36.6,83.18,2457.5,2155.55,34.6,0.1,10R
R544,36.6,52.7,77.66,2457.5,2148.64,,,
R544,52.7,57.6,71.18,2457.5,2140.37,11.3,0.1,10A
R544,57.6,79,63.12,2457.5,2129.98,,,
R545,0,26.5,116.21,2454.92,2172.95,,,
R545,26.5,30,125.77,2454.99,2161.39,15.4,4.5,9L
R545,30,30.8,127.12,2454.98,2159.72,15.4,4.5,9L
R545,30.8,64.7,137.83,2454.64,2146.07,,,
R545,64.7,70,150.01,2453.81,2130.74,11.4,3,8R
