DHID,FROM,TO,X,Y,Z,RASH,RFSI,ASEAM
R664,81.5,83,1141.5,2523.3,1746.45,,,CO
R664,83,83.6,1141.5,2523.3,1745.4,,,CO
R664,83.6,84.8,1141.5,2523.3,1744.5,,,CO
R664,84.8,106.6,1141.5,2523.3,1733,,,CO
R664,106.6,114.8,1141.5,2523.3,1718,22.2,4,CO
R664,114.8,130,1141.5,2523.3,1706.3,,,
R664,130,134,1141.5,2523.3,1696.7,25.9,4.5,3LA
R664,134,176,1141.5,2523.3,1673.7,,,
R664,176,185.4,1141.5,2523.3,1648,,,4JG
R664,185.4,213.4,1141.5,2523.3,1629.3,,,
R664,213.4,216.2,1141.5,2523.3,1613.9,,,4L
R664,216.2,222,1141.5,2523.3,1609.6,,,
R666DV,0,18.4,1238.2,2449.8,1796.2,,,
R666DV,18.4,19.8,1238.2,2449.8,1786.3,,,GA
R666DV,19.8,37.6,1238.2,2449.8,1776.7,,,
R666DV,37.6,39.6,1238.2,2449.8,1766.8,23.2,0.1,2U
R666DV,39.6,41.2,1238.2,2449.8,1765,,,2U
R666DV,41.2,43.1,1238.2,2449.8,1763.25,23.2,0.1,2U
R666DV,43.1,46.4,1238.2,2449.8,1760.65,,,
R666DV,46.4,51.2,1238.2,2449.8,1756.6,,,2L
R666DV,51.2,58.4,1238.2,2449.8,1750.6,,,
R666DV,58.4,59.8,1238.2,2449.8,1746.3,24.3,4.5,3UA
R666DV,59.8,85.8,1238.2,2449.8,1732.6,,,
R666DV,85.8,89.1,1238.2,2449.8,1717.95,27.9,4.5,3L1
R666DV,89.1,92.3,1238.2,2449.8,1714.7,,,3L1
R666DV,92.3,95.5,1238.2,2449.8,1711.5,27.9,4.5,3L1
R666DV,95.5,103.6,1238.2,2449.8,1705.85,,,
R666DV,103.6,109.2,1238.2,2449.8,1699,20.8,4,3LA
R666DV,109.2,157.4,1238.2,2449.8,1672.1,,,
R666DV,157.4,159.1,1238.2,2449.8,1647.15,,,4R
R666DV,159.1,195,1238.2,2449.8,1628.35,,,
R667,0,24.8,896.8,2508,1875.4,,,CO
R667,24.8,26.9,896.8,2508,1861.95,,,CO
R667,26.9,27.7,896.8,2508,1860.5,,,CO
R667,27.7,29.8,896.8,2508,1859.05,,,CO
R667,29.8,41.6,896.8,2508,1852.1,,,CO
R667,41.6,44.4,896.8,2508,1844.8,,,CO
R667,44.4,54.4,896.8,2508,1838.4,,,CO
R667,54.4,57,896.8,2508,1832.1,,,CO
R667,57,63,896.8,2508,1827.8,,,CO
R667,63,64.2,896.8,2508,1824.2,30.9,1.5,CO
R667,64.2,108.6,896.8,2508,1801.4,,,CO
R667,108.6,113.8,896.8,2508,1776.6,17.2,7,CO
R667,113.8,143.2,896.8,2508,1759.3,,,CO
R667,143.2,161.4,896.8,2508,1735.5,23.6,4.5,CO
R667,161.4,190.2,896.8,2508,1712,,,CO
R667,190.2,192.6,896.8,2508,1696.4,12.4,5.5,CO
R667,192.6,213.4,896.8,2508,1684.8,,,CO
R667,213.4,221.5,896.8,2508,1670.35,22.2,4,CO
R667,221.5,223.7,896.8,2508,1665.2,,,CO
R667,223.7,231.8,896.8,2508,1660.05,22.2,4,CO
R667,231.8,267,896.8,2508,1638.4,,,CO
R669DV,0,7.4,873.7,2359.5,1899.4,,,
R669DV,7.4,12,873.7,2359.5,1893.4,,,K4
R669DV,12,39.2,873.7,2359.5,1877.5,,,
R669DV,39.2,43.6,873.7,2359.5,1861.7,21.5,0.5,3UB
R669DV,43.6,49.4,873.7,2359.5,1856.6,,,
R669DV,49.4,51.2,873.7,2359.5,1852.8,,,3UA
R669DV,51.2,94.6,873.7,2359.5,1830.2,,,
R669DV,94.6,97.8,873.7,2359.5,1806.9,39.7,1.5,3L2
R669DV,97.8,104.2,873.7,2359.5,1802.1,20.8,6,3L1
R669DV,104.2,129,873.7,2359.5,1786.5,,,
R669DV,129,147.8,873.7,2359.5,1764.7,16.1,7,4JG
R669DV,147.8,171.8,873.7,2359.5,1743.3,,,
R669DV,171.8,174.6,873.7,2359.5,1729.9,30.2,4.5,4L
R669DV,174.6,175.8,873.7,2359.5,1727.9,,,4L
R669DV,175.8,178.6,873.7,2359.5,1725.9,30.2,4.5,4L
R669DV,178.6,187.4,873.7,2359.5,1720.1,,,
R669DV,187.4,194.2,873.7,2359.5,1712.3,27.2,5,R4U
R669DV,194.2,198.6,873.7,2359.5,1706.7,,,R4U
R669DV,198.6,205.4,873.7,2359.5,1701.1,27.2,5,R4U
R669DV,205.4,224,873.7,2359.5,1688.4,,,
R670,0,6.4,965.5,2380.3,1889.1,,,
R670,6.4,8,965.5,2380.3,1885.1,,,B
R670,8,13.6,965.5,2380.3,1881.5,,,
R670,13.6,15.7,965.5,2380.3,1877.65,,,A
R670,15.7,45.6,965.5,2380.3,1861.65,,,
R670,45.6,48.5,965.5,2380.3,1845.25,,,2U
R670,48.5,50.8,965.5,2380.3,1842.65,,,
R670,50.8,52.2,965.5,2380.3,1840.8,,,2L
R670,52.2,65.4,965.5,2380.3,1833.5,,,
R670,65.4,68,965.5,2380.3,1825.6,,,3UB
R670,68,79.8,965.5,2380.3,1818.4,,,
R670,79.8,81.4,965.5,2380.3,1811.7,,,3UA
R670,81.4,84.2,965.5,2380.3,1809.5,,,3UA
R670,84.2,85.2,965.5,2380.3,1807.6,,,3UA
R670,85.2,124.1,965.5,2380.3,1787.65,,,
R670,124.1,127.5,965.5,2380.3,1766.5,39.7,1.5,3L2
R670,127.5,132.2,965.5,2380.3,1762.45,20.8,6,3L1
R670,132.2,149.2,965.5,2380.3,1751.6,,,
R670,149.2,152.8,965.5,2380.3,1741.3,19.4,5.5,3LA
R670,152.8,202.1,965.5,2380.3,1714.85,,,
R670,202.1,206,965.5,2380.3,1688.25,16.5,6.5,4JG
R670,206,212,965.5,2380.3,1683.3,,,
R671,0,10.8,1220.5,2213,1814.6,,,
R671,10.8,12.4,1220.5,2213,1808.4,,,GA
R671,12.4,31.2,1220.5,2213,1798.2,,,
R671,31.2,33.5,1220.5,2213,1787.65,6.5,6,2U
R671,33.5,36.4,1220.5,2213,1785.05,,,
R671,36.4,37.4,1220.5,2213,1783.1,18.8,6.5,2L
R671,37.4,46,1220.5,2213,1778.3,,,
R671,46,47.8,1220.5,2213,1773.1,,,3UB
R671,47.8,52.5,1220.5,2213,1769.85,,,
R671,52.5,53.6,1220.5,2213,1766.95,,,3UA
R671,53.6,62.4,1220.5,2213,1762,,,
R671,62.4,65.1,1220.5,2213,1756.25,,,3L1
R671,65.1,68.4,1220.5,2213,1753.25,,,3L1
R671,68.4,71.1,1220.5,2213,1750.25,,,3L1
R671,71.1,78.8,1220.5,2213,1745.05,,,
R671,78.8,81.2,1220.5,2213,1740,22.2,3.5,3LA
R671,81.2,118,1220.5,2213,1720.4,,,
R671,118,121.2,1220.5,2213,1700.4,,,4U
R671,121.2,148.8,1220.5,2213,1685,,,
R671,148.8,150.5,1220.5,2213,1670.35,26,5,4R
R671,150.5,195,1220.5,2213,1647.25,,,
R674,0,16.8,1215.3,2126.6,1825.3,,,
R674,16.8,17.8,1215.3,2126.6,1816.4,,,GA
R674,17.8,34.2,1215.3,2126.6,1807.7,,,
R674,34.2,36.2,1215.3,2126.6,1798.5,,,K4
R674,36.2,48.8,1215.3,2126.6,1791.2,,,
R674,48.8,50.1,1215.3,2126.6,1784.25,4.2,4,CO
R674,50.1,55.2,1215.3,2126.6,1781.05,,,
R674,55.2,58.3,1215.3,2126.6,1776.95,,,3UB
R674,58.3,60.3,1215.3,2126.6,1774.4,,,
R674,60.3,61.3,1215.3,2126.6,1772.9,,,3UA
R674,61.3,63.6,1215.3,2126.6,1771.25,,,3UA
R674,63.6,64.6,1215.3,2126.6,1769.6,33.2,3,3UA
R674,64.6,69.9,1215.3,2126.6,1766.45,,,
R674,69.9,70,1215.3,2126.6,1763.75,,,3L2
R674,70,71.2,1215.3,2126.6,1763.1,11.3,5.5,3L1
R674,71.2,80.8,1215.3,2126.6,1757.7,,,
R674,80.8,84.2,1215.3,2126.6,1751.2,16.4,5.5,3LA
R674,84.2,118.6,1215.3,2126.6,1732.3,,,
R674,118.6,121,1215.3,2126.6,1713.9,28.7,1,4JG
R674,121,122.6,1215.3,2126.6,1711.9,,,
R674,122.6,125,1215.3,2126.6,1709.9,28.7,1,4JG
R674,125,200,1215.3,2126.6,1671.2,,,
R675,0,16.2,1077.7,1935.1,1876,,,
R675,16.2,18,1077.7,1935.1,1867,,,K4
R675,18,45.6,1077.7,1935.1,1852.3,,,
R675,45.6,46.8,1077.7,1935.1,1837.9,16.1,6,3UB
R675,46.8,52.2,1077.7,1935.1,1834.6,,,
R675,52.2,54.8,1077.7,1935.1,1830.6,,,3UA
R675,54.8,89.8,1077.7,1935.1,1811.8,,,
R675,89.8,97,1077.7,1935.1,1790.7,26.2,1,3L1
R675,97,112.4,1077.7,1935.1,1779.4,,,
R675,112.4,114.4,1077.7,1935.1,1770.7,,,3LA
R675,114.4,138.4,1077.7,1935.1,1757.7,,,
R675,138.4,141.8,1077.7,1935.1,1744,30.6,4,4U
R675,141.8,153.8,1077.7,1935.1,1736.3,,,
R675,153.8,156.6,1077.7,1935.1,1728.9,22.6,6.5,4R
R675,156.6,197,1077.7,1935.1,1707.3,,,
R681,0,9,924.5,2401.6,1883.6,,,
R681,9,11.6,924.5,2401.6,1877.8,7.2,0.1,B
R681,11.6,16.8,924.5,2401.6,1873.9,,,
R681,16.8,18.1,924.5,2401.6,1870.65,,,A
R681,18.1,18.9,924.5,2401.6,1869.6,,,A
R681,18.9,20.2,924.5,2401.6,1868.55,,,A
R681,20.2,59.1,924.5,2401.6,1848.45,,,
R681,59.1,60.7,924.5,2401.6,1828.2,21.4,4.5,3UB
R681,60.7,66.3,924.5,2401.6,1824.6,,,
R681,66.3,67.6,924.5,2401.6,1821.15,21.4,4,3UA
R681,67.6,106.3,924.5,2401.6,1801.15,,,CO
R681,106.3,109.5,924.5,2401.6,1780.2,40.2,0.1,CO
R681,109.5,115.4,924.5,2401.6,1775.65,32.6,2.5,CO
R681,115.4,160.5,924.5,2401.6,1750.15,,,CO
R681,160.5,162,924.5,2401.6,1726.85,,,CO
R681,162,185,924.5,2401.6,1714.6,,,
R681,185,188.4,924.5,2401.6,1701.4,22.5,7.5,4JG
R681,188.4,206.6,924.5,2401.6,1690.6,,,
R681,206.6,210.8,924.5,2401.6,1679.4,27.6,5,R4U
R681,210.8,212.9,924.5,2401.6,1676.25,,,R4U
R681,212.9,217,924.5,2401.6,1673.15,27.6,5,R4U
R681,217,221,924.5,2401.6,1669.1,,,R4U
R681,221,224.5,924.5,2401.6,1665.35,18.1,4.5,R4U
R681,224.5,225.7,924.5,2401.6,1663,,,R4U
R681,225.7,229.2,924.5,2401.6,1660.65,18.1,4.5,R4U
R681,229.2,248,924.5,2401.6,1649.5,,,
